doc_id,pmid,year,journal,title,topic_id,topic_probability,clinical_label
5035,28927647,2018,The Journal of arthroplasty,Protecting the PCL During Total Knee Arthroplasty Using a Bone Island Technique.,-1,0.0049624613810429,
5036,28927567,2018,The Journal of arthroplasty,Discriminative Ability of Elixhauser's Comorbidity Measure is Superior to Other Comorbidity Scores for Inpatient Adverse Outcomes After Total Hip Arthroplasty.,48,1.0,Risk Assessment and Discharge Disposition Models
5037,28927566,2018,The Journal of arthroplasty,Low Rates of Adverse Events Following Ambulatory Outpatient Total Hip Arthroplasty at a Free-Standing Surgery Center.,47,0.1327723728634483,Ambulatory Surgery Center and Outpatient TJA
5038,28927565,2018,The Journal of arthroplasty,Venous Hemodynamics After Total Hip Arthroplasty: A Comparison Between Portable vs Stationary Pneumatic Compression Devices and the Effect of Body Position.,0,0.060728549467835,Tranexamic Acid and Perioperative Blood Management
5039,28927564,2018,The Journal of arthroplasty,Risk for Prolonged Opioid Use Following Total Knee Arthroplasty in Veterans.,78,1.0,Preoperative Opioid Use and Outcomes
5040,28927563,2018,The Journal of arthroplasty,Braking Time Following Total Knee Arthroplasty: A Systematic Review.,7,0.0500769858858059,Systematic Reviews and Meta-Analyses
5041,28927562,2018,The Journal of arthroplasty,Periarticular Injection of Tranexamic Acid Reduces Blood Loss and the Necessity for Allogeneic Transfusion After Total Knee Arthroplasty Using Autologous Transfusion: A Retrospective Observational Study.,0,1.0,Tranexamic Acid and Perioperative Blood Management
5042,29239771,2018,The Journal of arthroplasty,"Burnout Among Chinese Adult Reconstructive Surgeons: Incidence, Risk Factors, and Relationship With Intraoperative Irritability.",-1,0.1513082591892391,
5043,28927561,2018,The Journal of arthroplasty,Interobserver and Intraobserver Reliability of Three-Dimensional Preoperative Planning Software in Total Hip Arthroplasty.,-1,0.1063233704620154,
5044,28917619,2018,The Journal of arthroplasty,A Chlorhexidine Solution Reduces Aerobic Organism Growth in Operative Splash Basins in a Randomized Controlled Trial.,52,1.0,Operating Room Air Contamination and Infection Prevention
5045,28939033,2018,The Journal of arthroplasty,Epsilon Aminocaproic Acid to Reduce Blood Loss and Transfusion After Total Hip and Total Knee Arthroplasty.,0,1.0,Tranexamic Acid and Perioperative Blood Management
5046,29108793,2018,The Journal of arthroplasty,When Does the Knee Feel Normal Again: A Cross-Sectional Study Assessing the Forgotten Joint Score in Patients After Total Knee Arthroplasty.,4,0.2115831799122501,KOOS and Knee-Specific PROMs
5047,29108794,2018,The Journal of arthroplasty,Comparison of Customized Cutting Block and Conventional Cutting Instrument in Total Knee Arthroplasty: A Randomized Controlled Trial.,34,0.0845324013458866,"Opioid Use, Prescription Patterns, and Stewardship"
5048,29113756,2018,The Journal of arthroplasty,Fretting and Corrosion Damage in Retrieved Metal-on-Polyethylene Modular Total Hip Arthroplasty Systems: What Is the Importance of Femoral Head Size?,16,0.3854540691525186,Implant Retrieval and Corrosion Analysis
5049,29275115,2018,The Journal of arthroplasty,Results of Cemented vs Cementless Primary Total Knee Arthroplasty Using the Same Implant Design.,10,1.0,Aseptic Loosening of Hip and Knee Implants
5050,29275114,2018,The Journal of arthroplasty,In-Hospital Acute Kidney Injury After TKA Revision With Placement of an Antibiotic Cement Spacer.,-1,0.1164548614993936,
5051,29275113,2018,The Journal of arthroplasty,Alternative Payment Models Should Risk-Adjust for Conversion Total Hip Arthroplasty: A Propensity Score-Matched Study.,6,0.0634678910931059,Observational Study Design and Statistical Methods
5052,28927560,2018,The Journal of arthroplasty,Patient Variation Limits Use of Fixed References for Femoral Rotation Component Alignment in Total Knee Arthroplasty.,1,0.2782228336728521,Acetabular Cup Orientation and Component Positioning
5053,29208329,2018,The Journal of arthroplasty,The Effects of Body Mass Index on Pain Control With Liposomal Bupivacaine in Hip and Knee Arthroplasty.,0,1.0,Tranexamic Acid and Perioperative Blood Management
5054,30197216,2018,The Journal of arthroplasty,Increased Patellar Fracture Rate in Total Knee Arthroplasty With Preoperative Varus Greater Than 15°: A Case-Control Study.,-1,0.0157277631330478,
5055,29199061,2018,The Journal of arthroplasty,Should Medicare Remove Total Knee Arthroplasty From Its Inpatient Only List? A Total Knee Arthroplasty Is Not a Partial Knee Arthroplasty.,62,1.0,Same-Day Discharge Protocols in Joint Arthroplasty
5056,29887358,2018,The Journal of arthroplasty,The Emergence of Distance Health Technologies.,23,0.5329851240817806,Value-Based Care and Alternative Payment Models
5057,29853307,2018,The Journal of arthroplasty,Short-term Complications After Revision Hip Arthroplasty for Prosthetic Joint Infection Are Increased Relative to Noninfectious Revisions.,6,0.0901496938162838,Observational Study Design and Statistical Methods
5058,29887359,2018,The Journal of arthroplasty,How Reliable Is the Cell Count Analysis in the Diagnosis of Prosthetic Joint Infection?,9,0.6056582744946092,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
5059,29807793,2018,The Journal of arthroplasty,Clinical Outcomes of Patients With Lateral Femoral Cutaneous Nerve Injury After Direct Anterior Total Hip Arthroplasty.,4,0.1829665789814061,KOOS and Knee-Specific PROMs
5060,29807791,2018,The Journal of arthroplasty,An Early Report of the Use of a Modular Dual Mobility Articulation in Revision Acetabular Reconstruction.,17,0.0153985130277196,Metal Ion Release and Cobalt-Chromium Toxicity
5061,29784551,2018,The Journal of arthroplasty,Residual Byproducts of Peroxide Crosslinked Vitamin E-Blended Ultrahigh Molecular Weight Polyethylene.,-1,0.1063866263992651,
5062,29793849,2018,The Journal of arthroplasty,Risk of Ischemic Stroke After Perioperative Atrial Fibrillation in Total Knee and Hip Arthroplasty Patients.,5,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
5063,29793850,2018,The Journal of arthroplasty,Preoperative Patient Profile in Total Hip and Knee Arthroplasty: Predictive of Increased Medicare Payments in a Bundled Payment Model.,-1,0.0531178850649123,
5064,29803577,2018,The Journal of arthroplasty,Efficacy of Revision Surgery for the Treatment of Stiffness After Total Knee Arthroplasty: A Systematic Review.,-1,0.0160937316746778,
5065,29803578,2018,The Journal of arthroplasty,Developmental Dysplasia Treated With Cementless Total Hip Arthroplasty Utilizing High Hip Center Reconstruction: A Minimum 13-Year Follow-up Study.,-1,0.033041065042547,
5066,29805102,2018,The Journal of arthroplasty,The Effectiveness of Medial Femoral Epicondyle Up-Sliding Osteotomy to Correct Severe Valgus Deformity in Primary Total Knee Arthroplasty.,-1,0.0232556094759558,
5067,29805103,2018,The Journal of arthroplasty,Posterior Reference Position Affects Intraoperative Kinematic and Soft Tissue Balance in Navigated Posterior-Stabilized Total Knee Arthroplasty.,8,0.0639665662091816,"Knee Kinematics, Gap Balancing, and ROM"
5068,29776854,2018,The Journal of arthroplasty,Comparison of Functional Outcomes Between the First and Second Knee in Staged Bilateral Total Knee Arthroplasty With Diverse Intervals Between Stages.,-1,0.0751888177015083,
5069,29805105,2018,The Journal of arthroplasty,Postdischarge Unscheduled Care Burden After Lower Limb Arthroplasty.,-1,0.0217815371845801,
5070,29805106,2018,The Journal of arthroplasty,The Efficacy of Tranexamic Acid in Total Knee Arthroplasty: A Network Meta-Analysis.,80,1.0,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)"
5071,29807786,2018,The Journal of arthroplasty,"Are Medicare's ""Comprehensive Care for Joint Replacement"" Bundled Payments Stratifying Risk Adequately?",15,1.0,Medicare Reimbursement and Bundled Payments
5072,29807787,2018,The Journal of arthroplasty,An Evidence-Based Clinical Prediction Algorithm for the Musculoskeletal Infection Society Minor Criteria.,9,0.0533184442833272,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
5073,29885971,2018,The Journal of arthroplasty,Development and Evaluation of a Prognostic Calculator for the Surgical Treatment of Periprosthetic Joint Infection.,29,0.4328214986814133,Machine Learning Prediction of Arthroplasty Outcomes
5074,29807788,2018,The Journal of arthroplasty,Acute Kidney Injury After Prophylactic Cefuroxime and Gentamicin in Patients Undergoing Primary Hip and Knee Arthroplasty-A Propensity Score-Matched Study.,-1,0.1923441130956495,
5075,29885970,2018,The Journal of arthroplasty,Intraoperative Dexamethasone Reduces Readmission Rates Without Affecting Risk of Thromboembolic Events or Infection After Total Joint Arthroplasty.,5,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
5076,29871834,2018,The Journal of arthroplasty,What Is the Incidence of Cobalt-Chromium Damage Modes on the Bearing Surface of Contemporary Femoral Component Designs for Total Knee Arthroplasty?,16,0.5526462598140401,Implant Retrieval and Corrosion Analysis
5077,30197219,2018,The Journal of arthroplasty,A Comparative Study Between Uncemented and Hybrid Total Hip Arthroplasty in Octogenarians.,25,1.0,Implant Survival Analysis and Competing Risk Methods
5078,30201213,2018,The Journal of arthroplasty,Evaluation of a Preoperative Optimization Protocol for Primary Hip and Knee Arthroplasty Patients.,-1,0.049590320995375,
5079,30213544,2018,The Journal of arthroplasty,"Conventional Polyethylene in Total Hip Arthroplasty in Young Patients: Survivorship, Wear Analysis, and Clinical Outcomes Between 15 and 20 Years.",-1,0.0335417840751863,
5080,30217401,2018,The Journal of arthroplasty,"Total Hip Arthroplasty in Young Patients in The Netherlands: Trend Analysis of >19,000 Primary Hip Replacements in the Dutch Arthroplasty Register.",-1,0.0323867687813348,
5081,30017220,2018,The Journal of arthroplasty,Differences in Reported Outcomes in Industry-Funded vs Nonfunded Studies Assessing Thromboprophylaxis After Total Joint Arthroplasty.,7,0.2969910401787731,Systematic Reviews and Meta-Analyses
5082,30122434,2018,The Journal of arthroplasty,Disease Progression After Lateral and Medial Unicondylar Knee Arthroplasty.,19,0.0904829523165348,"Patellar Resurfacing, PCL Management, and Knee Design"
5083,30017218,2018,The Journal of arthroplasty,Synovial Fluid Alpha-Defensin Is an Adjunctive Tool in the Equivocal Diagnosis of Periprosthetic Joint Infection.,9,0.2891208262461751,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
5084,29853308,2018,The Journal of arthroplasty,Does Intraoperative Fluoroscopy Improve Limb-Length Discrepancy and Acetabular Component Positioning During Direct Anterior Total Hip Arthroplasty?,1,0.0820415376206249,Acetabular Cup Orientation and Component Positioning
5085,29853309,2018,The Journal of arthroplasty,Primary Hip and Knee Arthroplasty in a Safety Net Hospital: Substance Abuse and Other Factors Affecting Short-term Complications.,6,0.0864037058029899,Observational Study Design and Statistical Methods
5086,29858100,2018,The Journal of arthroplasty,Level and Downhill Walking to Assess Implant Functionality in Bicruciate- and Posterior Cruciate-Retaining Total Knee Arthroplasty.,51,1.0,Soft Tissue Balancing and Ligament Release in TKA
5087,29858101,2018,The Journal of arthroplasty,The Utility of Basic Metabolic Panel Tests After Total Joint Arthroplasty.,-1,0.0170217390948503,
5088,29859724,2018,The Journal of arthroplasty,Risk Factors for Subsidence of Modular Fluted Tapered Stems Used During Revision Total Hip Arthroplasty for Periprosthetic Hip Fractures.,55,1.0,Cementless Stem Subsidence and Early Fixation
5089,29859725,2018,The Journal of arthroplasty,Is Regular Knee Radiograph Reliable Enough to Assess the Knee Prosthesis Position?,1,0.3407735819806857,Acetabular Cup Orientation and Component Positioning
5090,29859726,2018,The Journal of arthroplasty,Protocol-Driven Revision for Stiffness After Total Knee Arthroplasty Improves Motion and Clinical Outcomes.,-1,0.0156551746304045,
5091,29866503,2018,The Journal of arthroplasty,"Determining the Role and Duration of the ""Antibiotic Holiday"" Period in Periprosthetic Joint Infection.",3,0.1553447570016006,Periprosthetic Joint Infection Diagnosis and Treatment
5092,29871832,2018,The Journal of arthroplasty,The Impact of Chronic Obstructive Pulmonary Disease on Postoperative Outcomes in Patients Undergoing Revision Total Knee Arthroplasty.,5,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
5093,29871833,2018,The Journal of arthroplasty,Majority of Total Joint Arthroplasties Are Subtherapeutic on Warfarin at Time of Discharge: Another Reason to Avoid Warfarin as a Venous Thromboembolism Prophylaxis?,11,0.0786987632213358,Aspirin vs Anticoagulant VTE Prophylaxis
5094,29885969,2018,The Journal of arthroplasty,"Reliability of International Classification of Diseases, Ninth Edition, Codes to Detect Morbid Obesity in Patients Undergoing Total Hip Arthroplasty.",6,0.0802060332084557,Observational Study Design and Statistical Methods
5095,29807789,2018,The Journal of arthroplasty,Modifiable Risk Factors in Primary Joint Arthroplasty Increase 90-Day Cost of Care.,27,0.2324988260351822,Medicare Reimbursement and Bundled Payments (Costs)
5096,29807790,2018,The Journal of arthroplasty,Physical Activity Is Associated With the Level of Chromium but Not With Changes in Pseudotumor Size in Patients With Metal-on-Metal Hip Arthroplasty.,17,0.107567349273346,Metal Ion Release and Cobalt-Chromium Toxicity
5097,29807792,2018,The Journal of arthroplasty,Patient-Specific Simulated Dynamics After Total Knee Arthroplasty Correlate With Patient-Reported Outcomes.,-1,0.078102493947791,
5098,29895480,2018,The Journal of arthroplasty,Risk Factors and Cup Protrusion Thresholds for Symptomatic Iliopsoas Impingement After Total Hip Arthroplasty: A Retrospective Case-Control Study.,-1,0.0351845985723489,
5099,29903458,2018,The Journal of arthroplasty,"The ""Bundle Busters"": Incidence and Costs of Postacute Complications Following Total Joint Arthroplasty.",44,1.0,30-Day Readmission and Postoperative Complications
5100,29903459,2018,The Journal of arthroplasty,"Single-Injection Adductor Canal Block With Multiple Adjuvants Provides Equivalent Analgesia When Compared With Continuous Adductor Canal Blockade for Primary Total Knee Arthroplasty: A Double-Blinded, Randomized, Controlled, Equivalency Trial.",0,1.0,Tranexamic Acid and Perioperative Blood Management
5101,29908796,2018,The Journal of arthroplasty,Mortality and Implant Survival With Simultaneous and Staged Bilateral Total Knee Arthroplasty Experience From the Australian Orthopaedic Association National Joint Replacement Registry.,-1,0.0158346321030248,
